Applicant,FacilityType,LocationDescription,Address,BlockLot,Block,Lot,Status,FoodItems,X,Y,Latitude,Longitude
Mini Mobile Food Catering,Truck,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,5254002,5254,2,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6016250.092,2097183.501,37.73937867,-122.3863379
Taqueria Lolita,Truck,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,5280001,5280,1,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014320.244,2097246.796,37.73944545,-122.393015
Liang Bai Ping,Truck,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,4811013,4811,13,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015684.099,2092668.764,37.72695076,-122.38798
Quan Catering,Truck,ALANA WAY: COUNTY LINE intersection,151 EXECUTIVE PARK BLVD,4991089,4991,89,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,0,0
Yummy Hot Dogs,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,3704240,3704,240,SUSPEND,Hot dogs: pretzels: chips: juices and cold drinks,6010068.048,2113135.152,37.78283416,-122.4088379
Liang Bai Ping,Truck,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,4792029,4792,29,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016791.103,2092542.294,37.72666477,-122.3841442
Quan Catering,Truck,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,5100002,5100,2,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6010877.081,2086365.377,37.70937546,-122.4041544
Isidoro Serrano,Push Cart,21ST ST: CAPP ST to MISSION ST (3150 - 3199),2501 MISSION ST,3615070,3615,70,EXPIRED,,6007059.553,2103743.323,37.75687745,-122.4185799
Ziaurehman Amini,Push Cart,DRUMM ST: MARKET ST to CALIFORNIA ST (1 - 6),1 CALIFORNIA ST,264004,264,4,REQUESTED,,6013552.57,2116844.5,37.79321373,-122.397043
Liang Bai Ping,Truck,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,4850038,4850,38,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015035.879,2091757.705,37.72441324,-122.3901572
Liang Bai Ping,Truck,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,44,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0
Esmeli Catering,Truck,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,,,,REQUESTED,tacos: burritos: quesadilla: tortas sodas,,,0,0
Liang Bai Ping,Truck,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,1,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.72439753,-122.3915051
Treats by the Bay LLC,Truck,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,8711007,8711,7,REQUESTED,Prepackaged Kettle Corn,6014983.883,2108042.285,37.76912441,-122.3914749
Authentic India,Push Cart,MARKET ST: 09TH ST \ LARKIN ST to 10TH ST \ FELL ST \ POLK ST (1301 - 1399) -- SOUTH --,1355 MARKET ST,3508001,3508,1,EXPIRED,Indian Street Food,6007839.137,2110959.852,37.77673621,-122.4163949
"Bay Area Dots, LLC",Push Cart,TAYLOR ST: BAY ST intersection,567 BAY ST,43001,43,1,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,,,0,0
Liang Bai Ping,Truck,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,6,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017053.425,2092471.602,37.72648516,-122.3832325
El Calamar Perubian Food Truck,Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2615 24TH ST,4264019A,4264,019A,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,6010762.925,2102188.055,37.75281483,-122.4056626
La Jefa,,SANSOME ST: BUSH ST to PINE ST (100 - 199),155 SANSOME ST,268001,268,1,REQUESTED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6012318.456,2116367.149,37.79183426,-122.4012796
Let's Be Frank,Push Cart,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,817025,817,25,EXPIRED,Hot dogs and chili,6005815.064,2110939.717,37.7765669,-122.4233954
Street Meet,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),564 HOWARD ST,3721019,3721,19,REQUESTED,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries,6013313.172,2114782.959,37.78753989,-122.3977267
La Jefa,,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,8711007,8711,7,REQUESTED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6014983.883,2108042.285,37.76912441,-122.3914749
Union Square Business Improvement District,Truck,MAIDEN LN: GRANT AVE to STOCKTON ST (100 - 199),Assessors Block /Lot,,,,REQUESTED,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's,,,0,0
Mini Mobile Food Catering,Truck,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,1,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,0,0
"Casey's Pizza, LLC",Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746
Mini Mobile Food Catering,Truck,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,3,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.77369415,-122.4096584
Liang Bai Ping,Truck,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,4807012,4807,12,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016458.774,2092565.342,37.72670968,-122.3852947
Liang Bai Ping,Truck,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.78813948,-122.3925795
